ticket_id,booking_id,seat_number,coach_number,class_type,fare_amount
15562,7387,S18-5,C8,AC,199.36
15563,8522,S22-5,C3,AC,375.35
15564,8438,S42-2,C4,General,253.71
15565,2092,S7-3,C10,Sleeper,118.09
15566,3516,S36-2,C9,General,320.45
15567,1385,S11-3,C3,Sleeper,473.41
15568,6848,S50-6,C6,AC,80.0
15569,6880,S48-2,C9,Sleeper,379.62
15570,742,S37-6,C6,AC,265.91
15571,793,S43-3,C3,AC,448.34
15572,3103,S7-2,C5,AC,313.97
15573,6008,S42-3,C2,Sleeper,339.88
15574,2803,S8-1,C1,Sleeper,435.76
15575,2627,S1-4,C5,General,401.25
15576,4880,S3-4,C8,General,225.95
15577,2157,S8-4,C7,AC,99.86
15578,4783,S30-5,C10,AC,262.31
15579,6049,S6-6,C10,AC,466.94
15580,7815,S16-3,C3,General,470.58
15581,5485,S10-6,C9,General,101.32
15582,5579,S5-2,C4,General,77.99
15583,5879,S22-1,C7,AC,104.59
15584,2289,S29-2,C4,Sleeper,175.13
15585,8835,S35-1,C4,General,222.55
15586,9859,S11-5,C3,General,62.82
15587,6069,S21-4,C2,Sleeper,397.07
15588,7094,S39-6,C2,AC,181.59
15589,3548,S6-4,C5,General,300.35
15590,9987,S26-5,C5,Sleeper,331.35
15591,2649,S28-3,C1,Sleeper,194.2
15592,5769,S11-5,C6,Sleeper,356.86
15593,1119,S4-5,C7,AC,456.85
15594,7881,S9-3,C8,Sleeper,300.4
15595,6964,S44-5,C5,General,270.82
15596,6662,S22-2,C5,General,368.72
15597,176,S15-3,C8,Sleeper,264.07
15598,8785,S15-4,C9,Sleeper,335.58
15599,2536,S1-3,C3,AC,103.7
15600,8231,S10-5,C1,General,499.33
15601,9285,S6-1,C6,AC,119.55
15602,4881,S5-5,C8,AC,354.76
15603,5050,S27-3,C2,Sleeper,322.23
15604,8155,S6-2,C5,AC,413.28
15605,9079,S47-2,C6,Sleeper,484.09
15606,8944,S46-2,C5,AC,492.25
15607,452,S40-1,C1,General,121.0
15608,3024,S11-3,C1,AC,93.71
15609,4380,S38-4,C7,AC,127.79
15610,891,S16-4,C3,Sleeper,210.34
15611,219,S32-5,C6,AC,335.22
15612,1844,S29-3,C7,General,251.67
15613,7344,S32-5,C10,Sleeper,151.26
15614,4604,S7-1,C6,General,460.63
15615,2275,S19-2,C2,Sleeper,119.64
15616,7751,S21-1,C6,General,316.69
15617,3426,S5-3,C4,General,247.71
15618,2754,S39-6,C5,AC,413.58
15619,3238,S14-2,C8,General,260.64
15620,8003,S10-6,C6,AC,102.88
15621,8723,S5-4,C4,AC,100.45
15622,3230,S18-3,C5,AC,287.7
15623,8142,S13-1,C2,Sleeper,178.9
15624,7327,S26-3,C8,Sleeper,195.43
15625,4076,S23-4,C4,General,109.32
15626,5304,S9-3,C2,Sleeper,279.15
15627,1319,S26-3,C1,Sleeper,301.05
15628,3833,S48-4,C6,AC,67.37
15629,7939,S18-2,C4,Sleeper,397.4
15630,3450,S3-2,C7,General,99.93
15631,2002,S23-5,C6,General,398.1
15632,2926,S37-4,C9,General,199.44
15633,7317,S37-3,C10,AC,58.62
15634,5521,S11-4,C1,AC,201.08
15635,5149,S36-1,C2,General,214.62
15636,8624,S13-2,C2,Sleeper,375.28
15637,6994,S1-5,C1,General,80.1
15638,2065,S43-5,C6,General,426.83
15639,999,S42-1,C1,Sleeper,253.35
15640,7025,S22-3,C7,General,149.17
15641,2264,S32-3,C1,General,53.38
15642,7127,S50-3,C8,AC,53.19
15643,6458,S38-1,C7,General,206.1
15644,4485,S9-3,C4,AC,253.1
15645,5516,S25-5,C6,General,71.45
15646,6489,S48-1,C2,AC,124.8
15647,1268,S30-2,C7,Sleeper,369.98
15648,7228,S14-3,C10,Sleeper,494.44
15649,119,S46-2,C7,AC,66.29
15650,3147,S35-6,C7,General,482.32
15651,2118,S33-6,C5,General,486.82
15652,7174,S3-6,C9,General,76.44
15653,2743,S37-5,C10,AC,273.58
15654,6876,S10-2,C7,Sleeper,204.08
15655,7384,S47-2,C7,AC,340.29
15656,1753,S44-4,C6,General,325.42
15657,5543,S4-1,C4,AC,186.51
15658,8963,S7-5,C2,AC,417.27
15659,3843,S6-5,C8,AC,309.45
15660,6290,S2-2,C10,AC,469.95
15661,4989,S28-3,C7,AC,56.85
15662,3623,S15-6,C6,Sleeper,274.0
15663,5495,S48-4,C7,Sleeper,457.22
15664,149,S27-2,C6,AC,229.71
15665,8695,S34-2,C9,General,431.89
15666,227,S18-3,C9,General,277.19
15667,2868,S38-5,C2,AC,227.17
15668,6924,S11-3,C1,Sleeper,323.7
15669,6010,S31-4,C1,General,121.32
15670,4741,S1-3,C8,General,110.98
15671,9528,S40-4,C8,Sleeper,439.21
15672,4077,S30-6,C5,Sleeper,77.08
15673,2842,S29-4,C10,General,54.37
15674,6910,S1-1,C10,Sleeper,203.49
15675,6918,S45-4,C8,AC,85.74
15676,9531,S40-1,C1,AC,404.72
15677,3920,S4-5,C6,Sleeper,499.43
15678,9237,S26-5,C2,AC,301.18
15679,2915,S1-6,C2,AC,284.08
15680,4850,S31-3,C1,AC,354.66
15681,3829,S14-6,C2,AC,340.96
15682,6772,S17-1,C6,General,260.14
15683,9738,S14-1,C7,AC,375.39
15684,7100,S34-3,C6,General,268.5
15685,981,S37-2,C10,Sleeper,241.97
15686,5241,S42-4,C10,Sleeper,474.21
15687,7609,S16-3,C5,AC,125.47
15688,9468,S13-2,C7,AC,446.85
15689,629,S34-3,C6,AC,208.89
15690,4435,S13-6,C3,General,61.41
15691,5522,S19-6,C7,AC,66.93
15692,8782,S29-1,C7,General,281.61
15693,2581,S40-5,C6,General,266.52
15694,6349,S18-6,C5,Sleeper,137.19
15695,5257,S27-2,C10,AC,435.95
15696,899,S39-2,C7,Sleeper,103.18
15697,7894,S41-3,C3,AC,67.79
15698,7415,S50-1,C3,General,335.27
15699,3374,S44-4,C7,General,267.22
15700,2114,S32-1,C5,AC,354.5
15701,524,S50-1,C2,AC,321.73
15702,2926,S18-4,C7,General,152.14
15703,245,S38-4,C10,Sleeper,65.13
15704,3664,S46-5,C3,General,448.36
15705,9801,S31-5,C3,Sleeper,391.75
15706,193,S1-5,C8,AC,78.28
15707,2736,S26-1,C10,AC,55.31
15708,9259,S49-5,C1,General,368.45
15709,5790,S45-2,C6,General,255.26
15710,4109,S21-6,C5,Sleeper,264.03
15711,6713,S26-4,C9,AC,158.08
15712,1651,S11-1,C5,General,304.84
15713,7137,S33-4,C6,AC,257.55
15714,3848,S40-6,C1,Sleeper,254.82
15715,8972,S18-3,C2,Sleeper,239.23
15716,1822,S16-1,C7,AC,192.36
15717,1913,S10-1,C9,General,395.26
15718,3139,S36-6,C5,General,258.27
15719,2180,S17-4,C1,Sleeper,446.69
15720,6080,S15-3,C6,General,129.72
15721,4415,S40-4,C6,General,148.68
15722,476,S16-6,C7,Sleeper,280.31
15723,2787,S37-2,C8,AC,236.83
15724,182,S4-2,C7,Sleeper,342.05
15725,4469,S39-4,C7,General,395.03
15726,4450,S25-3,C7,General,425.47
15727,4022,S29-1,C1,General,258.64
15728,2884,S20-3,C4,AC,485.25
15729,5403,S45-5,C6,AC,80.92
15730,4508,S21-2,C9,General,116.26
15731,1228,S4-5,C6,Sleeper,310.59
15732,1842,S47-4,C7,Sleeper,429.66
15733,1027,S7-1,C4,General,110.39
15734,6010,S45-5,C7,AC,411.61
15735,6632,S33-1,C2,Sleeper,314.94
15736,5481,S45-6,C2,Sleeper,104.38
15737,1958,S29-3,C9,AC,223.39
15738,6759,S14-5,C8,Sleeper,131.09
15739,5896,S35-4,C6,General,279.22
15740,7699,S25-6,C10,General,118.24
15741,1899,S36-3,C5,AC,75.71
15742,1843,S37-2,C8,Sleeper,408.2
15743,1500,S27-3,C9,AC,90.61
15744,4464,S6-4,C8,Sleeper,379.31
15745,8062,S13-5,C6,Sleeper,327.79
15746,6228,S44-1,C6,AC,471.76
15747,1889,S2-5,C8,AC,419.53
15748,2422,S39-1,C10,Sleeper,152.31
15749,4505,S21-1,C7,Sleeper,126.0
15750,8863,S36-1,C1,AC,245.14
15751,9577,S39-1,C8,General,467.16
15752,281,S28-2,C9,Sleeper,389.83
15753,1939,S50-6,C10,AC,256.28
15754,2689,S50-5,C5,General,193.57
15755,8490,S44-6,C10,Sleeper,239.2
15756,9431,S35-5,C9,General,145.75
15757,2698,S37-2,C8,Sleeper,104.49
15758,3562,S49-2,C6,General,292.93
15759,9064,S37-4,C4,AC,109.96
15760,9161,S23-5,C2,Sleeper,98.0
15761,1789,S18-6,C8,AC,305.38
15762,2874,S47-5,C10,Sleeper,296.34
15763,5011,S14-1,C9,Sleeper,107.34
15764,6399,S20-2,C2,AC,364.8
15765,3194,S47-4,C4,General,201.03
15766,7328,S22-6,C7,Sleeper,396.53
15767,355,S10-2,C3,AC,158.85
15768,4227,S29-1,C8,Sleeper,290.89
15769,2304,S40-6,C6,Sleeper,177.48
15770,4406,S6-1,C9,Sleeper,236.19
15771,8696,S39-5,C9,Sleeper,99.63
15772,8090,S3-1,C8,General,228.24
15773,4630,S5-3,C4,AC,304.34
15774,4788,S19-3,C1,AC,76.95
15775,4501,S22-4,C2,Sleeper,326.12
15776,5180,S23-6,C2,AC,240.33
15777,9936,S35-2,C9,General,494.9
15778,65,S3-6,C7,General,59.3
15779,5158,S23-2,C5,Sleeper,278.27
15780,3466,S23-5,C8,AC,192.66
15781,7235,S38-2,C6,AC,300.53
15782,8434,S6-2,C5,General,203.84
15783,8093,S10-4,C6,General,451.08
15784,4092,S19-2,C10,General,132.4
15785,6017,S20-3,C10,General,145.02
15786,7790,S21-1,C9,Sleeper,482.8
15787,2318,S46-4,C3,Sleeper,63.84
15788,7301,S25-1,C7,General,115.39
15789,4211,S12-4,C10,Sleeper,310.24
15790,5297,S7-3,C6,General,446.27
15791,8771,S41-2,C9,Sleeper,437.97
15792,5952,S23-4,C3,Sleeper,438.97
15793,2980,S35-6,C1,AC,442.44
15794,3650,S33-4,C3,Sleeper,191.1
15795,4221,S32-6,C3,General,212.27
15796,2515,S37-6,C10,General,389.37
15797,4342,S3-1,C2,General,180.19
15798,7288,S6-3,C5,General,153.04
15799,2943,S21-4,C1,Sleeper,449.76
15800,5690,S49-2,C10,AC,497.23
15801,7501,S35-1,C10,General,161.33
15802,3946,S12-6,C8,Sleeper,335.3
15803,909,S2-1,C9,AC,327.23
15804,968,S7-5,C5,AC,286.05
15805,3566,S50-3,C4,AC,162.5
15806,8432,S36-5,C8,AC,415.28
15807,2564,S2-3,C3,AC,277.43
15808,5500,S46-5,C3,AC,260.83
15809,1848,S16-1,C10,General,443.29
15810,6856,S20-5,C8,AC,243.27
15811,1615,S8-4,C6,Sleeper,213.27
15812,2730,S35-2,C3,Sleeper,186.52
15813,5196,S34-6,C2,AC,482.65
15814,5578,S27-1,C10,Sleeper,288.25
15815,4641,S29-4,C7,Sleeper,96.54
15816,9175,S24-1,C7,General,448.91
15817,2557,S17-2,C9,Sleeper,130.22
15818,9341,S26-6,C9,General,466.0
15819,2961,S22-2,C3,General,368.65
15820,6696,S24-3,C10,Sleeper,403.84
15821,8396,S18-3,C5,General,293.69
15822,5160,S14-3,C6,AC,479.08
15823,277,S29-1,C4,Sleeper,74.84
15824,4373,S5-1,C8,AC,440.37
15825,3196,S12-1,C10,Sleeper,278.71
15826,8140,S35-1,C8,AC,280.17
15827,1105,S24-4,C10,General,326.91
15828,7137,S47-1,C6,Sleeper,66.28
15829,84,S19-4,C2,AC,351.44
15830,7086,S25-5,C6,General,402.93
15831,4537,S11-6,C6,AC,385.8
15832,8776,S38-2,C2,Sleeper,101.83
15833,4402,S7-6,C8,General,362.81
15834,3513,S45-4,C1,AC,239.34
15835,1997,S6-3,C5,Sleeper,109.19
15836,1985,S36-2,C9,Sleeper,186.57
15837,5905,S20-4,C1,General,360.19
15838,2674,S35-3,C9,AC,280.46
15839,7472,S22-5,C2,Sleeper,299.04
15840,1132,S15-4,C5,Sleeper,356.8
15841,7659,S29-1,C6,AC,95.79
15842,1059,S42-1,C6,General,119.3
15843,7429,S42-4,C3,General,463.45
15844,1281,S44-2,C7,Sleeper,358.23
15845,6831,S46-2,C4,AC,129.57
15846,6756,S31-6,C5,Sleeper,471.62
15847,3487,S37-6,C8,General,156.22
15848,2658,S45-5,C9,AC,237.69
15849,914,S39-2,C8,AC,211.49
15850,4501,S26-4,C3,AC,334.31
15851,7579,S3-6,C9,AC,269.68
15852,8097,S17-4,C9,General,494.79
15853,7799,S31-2,C10,AC,175.63
15854,2954,S18-1,C9,General,57.61
15855,6095,S33-6,C5,Sleeper,468.92
15856,1673,S29-3,C4,General,497.96
15857,4107,S9-2,C10,AC,443.4
15858,5999,S14-2,C5,Sleeper,465.19
15859,7821,S5-5,C7,Sleeper,211.44
15860,8929,S34-2,C6,Sleeper,496.29
15861,9492,S43-1,C2,General,70.32
15862,7158,S48-1,C8,Sleeper,335.88
15863,3656,S26-3,C4,General,183.31
15864,2365,S30-6,C5,Sleeper,80.92
15865,9979,S24-6,C6,Sleeper,203.18
15866,2785,S5-5,C3,General,127.0
15867,114,S13-6,C7,General,363.98
15868,2435,S33-5,C8,General,208.05
15869,3968,S42-3,C4,AC,214.42
15870,981,S14-4,C7,General,95.49
15871,7164,S33-6,C8,Sleeper,137.49
15872,5846,S27-1,C4,Sleeper,339.67
15873,5691,S2-1,C5,Sleeper,65.72
15874,9953,S34-1,C7,General,333.05
15875,1267,S39-4,C2,General,325.56
15876,8426,S16-5,C3,General,294.67
15877,7421,S18-2,C4,General,136.08
15878,3180,S50-6,C1,AC,55.52
15879,5615,S12-1,C5,General,261.25
15880,7667,S11-1,C7,General,405.28
15881,1405,S1-2,C9,AC,267.81
15882,3232,S44-5,C7,General,424.33
15883,3717,S7-6,C5,General,51.42
15884,9086,S14-4,C4,Sleeper,274.56
15885,2460,S15-1,C4,Sleeper,365.59
15886,8255,S47-4,C4,General,112.18
15887,8843,S5-3,C3,AC,243.97
15888,9416,S49-2,C6,AC,295.23
15889,7693,S49-3,C10,Sleeper,202.74
15890,9825,S16-5,C1,AC,383.88
15891,2556,S2-4,C1,Sleeper,54.51
15892,6671,S41-3,C10,Sleeper,196.45
15893,6305,S38-6,C4,AC,150.63
15894,6591,S42-1,C10,AC,318.23
15895,897,S33-2,C8,Sleeper,79.78
15896,6854,S1-5,C5,Sleeper,161.47
15897,5791,S40-5,C9,General,236.23
15898,6686,S49-3,C5,AC,391.48
15899,9293,S37-3,C9,Sleeper,175.75
15900,358,S24-5,C8,AC,309.98
15901,363,S10-1,C10,Sleeper,154.97
15902,4996,S47-4,C9,AC,107.08
15903,7363,S11-1,C7,General,321.59
15904,5261,S29-1,C2,Sleeper,83.18
15905,1816,S27-3,C5,General,68.22
15906,7537,S18-3,C7,Sleeper,422.98
15907,8294,S6-4,C4,AC,354.17
15908,3556,S11-3,C7,AC,84.51
15909,8254,S34-3,C8,General,293.44
15910,2443,S45-1,C8,AC,231.67
15911,9208,S40-3,C6,AC,122.53
15912,2022,S29-3,C9,Sleeper,329.68
15913,9881,S9-4,C1,General,206.12
15914,6332,S26-4,C10,AC,428.96
15915,1081,S11-4,C7,AC,219.01
15916,6045,S43-6,C2,General,492.8
15917,7201,S47-4,C8,AC,475.03
15918,6793,S1-4,C9,Sleeper,186.1
15919,3239,S23-4,C3,General,140.56
15920,9607,S32-2,C6,General,255.08
15921,7967,S4-6,C8,Sleeper,448.42
15922,8006,S27-5,C8,General,140.36
15923,3533,S33-1,C1,General,257.94
15924,3475,S50-1,C2,AC,307.37
15925,61,S25-4,C1,General,146.48
15926,4425,S37-3,C1,Sleeper,354.41
15927,4751,S49-4,C10,Sleeper,252.45
15928,3552,S24-4,C8,AC,150.51
15929,3193,S15-6,C2,AC,414.67
15930,4605,S7-5,C1,Sleeper,237.72
15931,2008,S25-1,C3,General,479.76
15932,3529,S48-5,C6,AC,141.51
15933,3025,S22-1,C8,Sleeper,83.13
15934,4042,S27-3,C1,AC,428.48
15935,827,S39-1,C6,Sleeper,244.03
15936,2896,S37-4,C5,AC,378.2
15937,1789,S39-1,C6,Sleeper,370.24
15938,1651,S2-1,C1,General,348.68
15939,8188,S10-6,C1,Sleeper,413.07
15940,9862,S40-4,C4,Sleeper,104.02
15941,6551,S25-5,C10,General,495.88
15942,4360,S25-1,C6,AC,95.05
15943,8340,S17-5,C6,General,322.01
15944,8836,S15-6,C6,Sleeper,242.92
15945,276,S12-2,C6,General,411.2
15946,6127,S17-6,C6,Sleeper,114.87
15947,623,S16-1,C8,Sleeper,236.97
15948,5453,S43-5,C4,Sleeper,324.15
15949,1300,S33-3,C4,General,181.81
15950,2579,S39-3,C3,Sleeper,218.17
15951,4034,S13-5,C6,Sleeper,117.13
15952,7202,S44-6,C6,General,243.05
15953,5293,S37-1,C9,General,398.81
15954,8675,S32-4,C5,Sleeper,425.92
15955,808,S4-6,C2,Sleeper,143.53
15956,8930,S39-3,C5,General,342.89
15957,8412,S48-5,C4,AC,466.04
15958,4535,S22-6,C7,AC,307.57
15959,5440,S32-4,C7,AC,392.01
15960,7300,S9-6,C5,General,429.51
15961,3679,S40-3,C7,AC,329.75
15962,9373,S29-1,C5,Sleeper,64.64
15963,3803,S48-5,C7,AC,482.15
15964,1912,S50-6,C3,General,432.16
15965,7177,S11-2,C5,General,222.05
15966,7037,S5-3,C5,AC,149.74
15967,8317,S5-3,C8,Sleeper,250.71
15968,5385,S39-3,C10,AC,160.47
15969,3117,S38-5,C10,Sleeper,472.51
15970,5776,S29-2,C6,AC,414.05
15971,4438,S33-2,C3,General,130.4
15972,8650,S42-4,C9,General,117.27
15973,9053,S14-1,C3,General,467.2
15974,4510,S10-6,C10,Sleeper,102.42
15975,5574,S45-5,C4,General,95.89
15976,5473,S15-5,C4,AC,239.08
15977,1122,S43-5,C4,Sleeper,325.93
15978,4513,S31-3,C8,General,404.06
15979,7874,S33-6,C6,Sleeper,142.73
15980,1090,S5-2,C10,General,281.1
15981,4993,S2-3,C2,Sleeper,452.72
15982,9296,S47-4,C8,Sleeper,221.98
15983,912,S2-4,C5,Sleeper,102.13
15984,358,S6-2,C5,General,464.43
15985,6014,S23-1,C7,Sleeper,80.48
15986,6184,S21-4,C2,Sleeper,262.3
15987,6006,S49-6,C9,AC,96.33
15988,5506,S20-6,C9,General,287.0
15989,8408,S49-2,C10,General,355.45
15990,2917,S18-3,C7,General,390.28
15991,4452,S1-3,C1,AC,234.39
15992,4752,S20-6,C4,AC,348.8
15993,7586,S14-6,C6,AC,430.92
15994,1730,S25-5,C10,AC,222.53
15995,7975,S2-5,C3,General,285.23
15996,2285,S14-1,C6,Sleeper,184.33
15997,3401,S26-6,C1,AC,368.78
15998,8229,S27-3,C7,Sleeper,272.2
15999,7867,S47-1,C9,Sleeper,194.96
16000,1181,S5-3,C1,AC,466.32
16001,3902,S9-3,C10,AC,430.6
16002,5039,S22-1,C5,AC,395.67
16003,2128,S41-4,C6,General,398.88
16004,2974,S38-1,C4,Sleeper,414.63
16005,2165,S49-4,C9,General,209.34
16006,7520,S24-5,C5,General,250.24
16007,659,S18-3,C5,Sleeper,369.56
16008,4008,S22-2,C10,AC,295.59
16009,9772,S46-4,C8,AC,476.44
16010,5492,S32-1,C9,AC,142.91
16011,618,S8-5,C3,General,449.99
16012,9394,S21-5,C7,General,308.69
16013,6140,S38-5,C5,AC,415.33
16014,2800,S14-1,C1,General,389.26
16015,9050,S25-6,C8,General,235.29
16016,8391,S44-4,C10,Sleeper,76.76
16017,7806,S18-3,C1,AC,210.97
16018,506,S14-2,C4,AC,205.42
16019,1132,S19-3,C4,General,343.22
16020,1498,S16-4,C2,AC,179.76
16021,6425,S34-3,C1,Sleeper,258.6
16022,6694,S36-1,C3,AC,398.48
16023,4189,S37-1,C7,AC,57.66
16024,1025,S45-4,C6,Sleeper,439.88
16025,4650,S11-4,C8,AC,360.01
16026,3491,S31-5,C3,Sleeper,161.62
16027,2059,S21-1,C3,General,214.75
16028,4173,S24-5,C6,Sleeper,82.77
16029,9728,S10-6,C8,Sleeper,92.72
16030,981,S32-2,C4,Sleeper,499.86
16031,5336,S40-3,C10,AC,311.47
16032,16,S39-6,C4,Sleeper,55.62
16033,3050,S12-6,C10,Sleeper,383.88
16034,9544,S49-6,C10,AC,417.02
16035,4325,S37-5,C1,Sleeper,477.42
16036,346,S32-3,C10,Sleeper,385.84
16037,140,S37-6,C4,AC,182.52
16038,4000,S28-2,C3,Sleeper,181.58
16039,5353,S47-5,C2,Sleeper,263.6
16040,9054,S6-2,C3,General,98.0
16041,7341,S8-5,C7,Sleeper,75.19
16042,9574,S26-6,C4,AC,128.22
16043,8644,S24-1,C7,General,452.33
16044,3071,S25-5,C10,General,342.68
16045,7796,S16-2,C8,AC,243.15
16046,6593,S45-2,C4,AC,432.27
16047,5585,S47-2,C5,Sleeper,221.18
16048,9024,S8-4,C5,General,381.91
16049,8639,S8-4,C4,Sleeper,215.42
16050,5212,S50-2,C6,Sleeper,65.81
16051,7866,S44-3,C10,Sleeper,351.35
16052,1542,S4-2,C10,Sleeper,111.16
16053,3170,S42-4,C10,AC,475.12
16054,4824,S32-4,C3,General,361.66
16055,280,S38-3,C10,AC,210.29
16056,6932,S31-1,C3,Sleeper,357.75
16057,5834,S29-3,C5,AC,111.03
16058,6586,S12-3,C5,General,155.5
16059,9603,S2-6,C5,General,479.16
16060,4521,S20-3,C9,General,73.59
16061,3454,S15-5,C7,General,365.33
16062,1505,S13-1,C1,AC,390.4
16063,7195,S33-4,C8,AC,467.63
16064,1330,S50-6,C5,General,353.35
16065,7415,S5-4,C6,Sleeper,236.73
16066,1056,S45-6,C2,AC,351.33
16067,5230,S23-2,C1,General,429.44
16068,6282,S49-5,C1,Sleeper,179.48
16069,831,S18-2,C5,General,364.04
16070,2513,S4-1,C8,General,487.64
16071,6628,S23-3,C1,Sleeper,183.64
16072,4882,S21-2,C7,AC,208.28
16073,1342,S50-4,C7,AC,201.09
16074,2402,S22-1,C6,AC,349.51
16075,7297,S29-4,C7,Sleeper,227.23
16076,8352,S23-6,C5,Sleeper,199.79
16077,4241,S36-6,C10,General,301.36
16078,4371,S11-6,C1,AC,241.35
16079,5191,S8-1,C9,Sleeper,356.08
16080,7592,S9-3,C1,General,440.65
16081,4976,S22-5,C9,AC,338.18
16082,4048,S23-5,C2,Sleeper,169.23
16083,6465,S1-1,C1,Sleeper,224.28
16084,8100,S8-2,C1,General,469.91
16085,3624,S47-6,C8,AC,423.22
16086,1206,S17-1,C7,General,464.86
16087,1031,S6-2,C7,AC,487.66
16088,9984,S2-3,C8,AC,334.97
16089,184,S29-1,C10,Sleeper,270.8
16090,7334,S32-1,C8,Sleeper,187.66
16091,9065,S6-5,C3,General,425.23
16092,7227,S39-3,C1,AC,484.98
16093,9048,S37-1,C4,Sleeper,294.47
16094,7633,S13-3,C2,General,136.83
16095,2983,S29-5,C6,Sleeper,97.78
16096,7580,S42-1,C1,General,322.41
16097,3692,S33-4,C5,AC,273.31
16098,886,S30-3,C8,General,185.64
16099,2093,S48-2,C8,AC,306.7
16100,7355,S27-4,C8,Sleeper,268.4
16101,3007,S25-4,C4,Sleeper,57.41
16102,2774,S29-4,C4,AC,250.19
16103,8819,S18-1,C3,AC,132.92
16104,8062,S28-1,C8,General,87.36
16105,6425,S21-6,C7,AC,452.84
16106,4955,S36-6,C5,AC,60.92
16107,7261,S5-2,C6,AC,426.38
16108,8970,S3-6,C8,AC,383.25
16109,9465,S5-1,C1,Sleeper,161.85
16110,9142,S2-6,C9,AC,300.8
16111,6908,S9-5,C10,AC,414.92
16112,1480,S22-4,C5,General,359.87
16113,3614,S21-4,C3,AC,91.62
16114,9995,S43-1,C1,General,207.04
16115,1793,S3-6,C5,General,204.09
16116,1007,S26-4,C5,AC,294.91
16117,2082,S30-3,C3,General,175.13
16118,5925,S31-2,C10,Sleeper,261.03
16119,8547,S48-6,C3,General,51.69
16120,4790,S8-1,C1,General,229.65
16121,5374,S42-2,C5,AC,279.61
16122,7909,S15-4,C2,Sleeper,439.17
16123,5881,S46-2,C9,Sleeper,259.52
16124,7589,S24-1,C8,General,240.67
16125,9836,S20-1,C8,Sleeper,132.39
16126,1436,S42-6,C7,AC,199.33
16127,4338,S29-2,C5,AC,414.51
16128,5212,S46-2,C9,AC,333.88
16129,3266,S14-4,C10,Sleeper,410.87
16130,4196,S44-1,C9,AC,263.84
16131,17,S27-4,C4,AC,311.46
16132,4461,S35-3,C2,AC,145.55
16133,325,S18-1,C8,General,400.34
16134,539,S29-6,C10,Sleeper,237.2
16135,5890,S11-3,C3,AC,432.38
16136,1691,S16-1,C7,General,457.16
16137,5807,S12-5,C10,General,162.5
16138,2726,S22-6,C1,AC,262.7
16139,5323,S24-1,C4,Sleeper,176.66
16140,4163,S34-1,C9,Sleeper,367.69
16141,5162,S9-4,C8,General,285.66
16142,605,S45-1,C3,Sleeper,244.36
16143,2265,S38-1,C2,AC,291.87
16144,8652,S10-5,C1,Sleeper,469.3
16145,8072,S20-5,C5,Sleeper,355.48
16146,988,S36-2,C2,AC,451.05
16147,2772,S32-2,C6,Sleeper,206.73
16148,4738,S42-4,C8,Sleeper,372.59
16149,9102,S19-3,C6,General,61.82
16150,8297,S11-5,C3,AC,89.32
16151,8117,S28-6,C5,AC,115.4
16152,4977,S49-3,C6,AC,314.37
16153,222,S13-3,C9,General,246.64
16154,1044,S24-1,C7,Sleeper,245.92
16155,6233,S41-2,C9,Sleeper,372.6
16156,1971,S8-4,C3,General,465.15
16157,2270,S5-4,C9,General,221.39
16158,3997,S8-1,C4,General,382.13
16159,1074,S8-2,C7,Sleeper,134.49
16160,2876,S3-4,C4,General,442.94
16161,3582,S32-2,C1,AC,459.63
16162,4879,S44-4,C6,General,456.83
16163,3227,S47-1,C10,AC,462.83
16164,151,S41-4,C7,General,56.8
16165,1486,S9-2,C6,AC,322.22
16166,6850,S3-3,C2,Sleeper,151.0
16167,3816,S5-4,C8,Sleeper,80.36
16168,7594,S31-2,C9,General,375.37
16169,2838,S31-2,C2,Sleeper,379.35
16170,5033,S37-2,C1,General,324.95
16171,7031,S5-3,C10,AC,416.16
16172,1475,S29-1,C8,General,249.09
16173,2028,S44-5,C2,General,243.63
16174,3946,S22-5,C9,General,94.77
16175,1853,S32-3,C9,Sleeper,131.81
16176,7425,S20-3,C7,General,294.22
16177,2446,S3-6,C6,General,77.7
16178,9136,S14-6,C3,General,329.46
16179,9599,S19-2,C5,General,385.37
16180,5560,S5-3,C9,Sleeper,143.92
16181,7396,S9-4,C2,Sleeper,127.29
16182,7201,S6-3,C8,AC,286.76
16183,7671,S31-1,C1,Sleeper,259.41
16184,1164,S42-6,C7,General,330.43
16185,1656,S37-2,C9,Sleeper,253.97
16186,3890,S28-3,C10,AC,337.57
16187,2910,S36-1,C8,General,192.24
16188,7380,S23-3,C4,AC,279.6
16189,79,S40-2,C10,Sleeper,371.61
16190,6678,S18-3,C7,AC,177.51
16191,5383,S10-6,C7,General,352.99
16192,48,S10-1,C9,AC,157.83
16193,499,S37-5,C1,AC,211.82
16194,7866,S25-6,C3,General,122.09
16195,3396,S5-3,C8,AC,246.52
16196,170,S39-4,C6,General,313.48
16197,5721,S36-2,C6,General,245.12
16198,7899,S11-5,C8,Sleeper,422.34
16199,112,S38-4,C5,AC,329.99
16200,7583,S8-3,C10,AC,481.35
16201,1161,S34-3,C5,General,76.59
16202,5441,S19-4,C10,Sleeper,87.87
16203,8556,S35-2,C3,General,156.97
16204,7585,S22-3,C5,General,176.55
16205,5209,S34-4,C6,AC,340.41
16206,6110,S14-2,C8,Sleeper,193.27
16207,8069,S49-5,C6,AC,431.53
16208,2497,S2-3,C6,Sleeper,114.74
